cluster,condition,autoimmune_or,autoimmune_fdr,cluster_size,in_cluster_in_disease,intersecting_genes
27,Stim8hr,1.3347063547071325,0.3947664190574993,100,24.0,"['TNFSF8', 'BCL2L11', 'NUDT1', 'ADAT2', 'IDUA', 'L3MBTL3', 'BIRC5', 'CIP2A', 'PTTG1', 'CD44', 'C12orf75', 'IKZF1', 'RRM1', 'FOXP1', 'HIVEP2', 'CD47', 'JAK2', 'HMGN1', 'ARAP2', 'F5', 'ETFA', 'CD28', 'TRIM22', 'SMC4']"
79,Stim48hr,1.4959242200659115,0.394830910067846,100,27.0,"['HBS1L', 'PLAC8', 'CTH', 'SHISA2', 'PDE4A', 'STAT1', 'ITM2A', 'IL18R1', 'NCALD', 'NDUFV2', 'MX1', 'PSAT1', 'IFITM2', 'HSPA9', 'LMNA', 'P2RY10', 'GPR174', 'TNFRSF14', 'LNPEP', 'CDKN2C', 'PTGIR', 'SLC7A1', 'MAPK1', 'LMAN1', 'CD28', 'USP18', 'PTP4A3']"
100,Stim48hr,1.26905000691321,0.4027268579961816,100,24.0,"['AFAP1', 'ST6GAL1', 'PSMG1', 'STAT3', 'SPNS3', 'VSIR', 'RNF19A', 'LYST', 'TMPRSS3', 'PHGDH', 'PLEC', 'TRAF1', 'RYBP', 'C12orf75', 'PSAT1', 'GNG4', 'CD226', 'FADS2', 'JUND', 'HIVEP3', 'CCR2', 'ANXA6', 'PTGIR', 'ETS1']"
54,Rest,1.243293030673884,0.410198801623542,100,23.0,"['S1PR4', 'TNFSF8', 'ARHGAP45', 'STK38', 'TSPAN18', 'HDAC4', 'PARK7', 'GPX4', 'TAGAP', 'RASA3', 'RASSF3', 'SAMHD1', 'C12orf75', 'CDYL2', 'TXK', 'MBD2', 'PGD', 'ATP8B2', 'ATP2A2', 'ETS1', 'TRIM22', 'PPIF', 'ICAM2']"
95,Stim8hr,1.1873243508645963,0.4271891886009806,100,22.0,"['CBLB', 'IRF8', 'CDC73', 'SLAMF7', 'TIAM1', 'BACH2', 'STAT3', 'PTGER4', 'STING1', 'CEMIP2', 'NCALD', 'IL10', 'ASXL1', 'NFKB1', 'GPR174', 'SYNE2', 'EAF2', 'MARCHF7', 'JAK2', 'CCR5', 'GINS2', 'IL13']"
85,Stim48hr,1.3424181576295586,0.4460124130687477,100,25.0,"['TNFRSF11A', 'PTPRC', 'AGPAT2', 'FAS', 'HIF1A', 'TNFSF14', 'DOCK10', 'SMAD3', 'CISD3', 'CAST', 'ALOX5AP', 'GLG1', 'ODC1', 'ACTN1', 'ADCY3', 'SMAD2', 'JAK1', 'MAST4', 'ARL4C', 'CD2', 'DENND3', 'DPP4', 'IRF4', 'CAPZB', 'SESN1']"
61,Rest,1.3174084047922283,0.4531205798697648,100,24.0,"['KIAA0930', 'SIT1', 'TEC', 'TRAT1', 'RNASET2', 'PSTPIP1', 'SPNS3', 'NCOR2', 'CTSW', 'DNAJB6', 'PCSK7', 'ST3GAL2', 'NFKBIE', 'IKZF1', 'CD244', 'APBB1IP', 'SMAP1', 'IKZF2', 'RGS14', 'ITPKB', 'GRAP2', 'REXO2', 'TRIB1', 'NAB1']"
107,Stim8hr,1.3484375135436193,0.4555344982863754,66,16.0,"['IL2RA', 'PTPN22', 'YPEL3', 'HCLS1', 'TRIM22', 'KIF2A', 'PHLDA1', 'STK17B', 'CDKN1A', 'CDC42SE2', 'CCR5', 'TMSB4X', 'AGPAT4', 'CD80', 'FADS2', 'RSRP1']"
26,Stim8hr,1.3347063547071325,0.4692805179322179,100,24.0,"['IL2RA', 'E2F8', 'SGO1', 'AMD1', 'ADAT2', 'CRIM1', 'FEN1', 'ZDHHC14', 'CTLA4', 'WDR36', 'BIRC5', 'CCDC91', 'EOMES', 'IL10', 'LRBA', 'ABTB3', 'SRPK1', 'FOXP1', 'ACTR1A', 'ATP5MG', 'TGIF1', 'MKI67', 'CCR5', 'SMC4']"
67,Rest,2.4845727256336785,0.4752389449496826,8,3.0,"['NFKBIZ', 'LRIG2', 'GADD45G']"
111,Stim48hr,1.1978196174537596,0.4834796916957759,100,23.0,"['SNRPC', 'NFKBIA', 'PSMG1', 'STAT3', 'ACTR2', 'MUC1', 'ACTR1B', 'TAGAP', 'CXCR4', 'RYBP', 'CUTA', 'PSAT1', 'TNIP1', 'GLUD1', 'CD226', 'VKORC1', 'TNFRSF14', 'VEGFB', 'IL10RA', 'TUFM', 'PSMB6', 'TOMM22', 'IGSF9B']"
31,Stim48hr,1.26905000691321,0.4915419699078073,100,24.0,"['ATP8B4', 'PITPNM2', 'KIF21B', 'CD40LG', 'SERTAD2', 'OAS1', 'IFNAR2', 'OAS3', 'TGFBR3', 'PREX1', 'CLEC2D', 'ANXA11', 'GPX4', 'VEGFA', 'SOCS1', 'PSAT1', 'CD2', 'TNFRSF14', 'FNIP1', 'SYNE2', 'NFATC2', 'UBE2V2', 'PXK', 'CD37']"
60,Rest,1.4724528256082936,0.5023610146606422,100,26.0,"['PHLDA1', 'DOCK10', 'TRAT1', 'LAG3', 'BMP2K', 'DOCK9', 'RBPJ', 'AHI1', 'CTLA4', 'CD109', 'RASSF3', 'SH3BP5', 'EDARADD', 'MAX', 'NFATC1', 'CD2', 'SEPTIN9', 'KLF2', 'CD47', 'MAD1L1', 'CLUAP1', 'ATP8B2', 'RGS14', 'GRAP2', 'FASLG', 'PDCD1']"
34,Stim8hr,1.259944015395877,0.5206889698269422,100,23.0,"['CBLB', 'SDF2L1', 'KIF21B', 'STAT3', 'H3-3B', 'CLEC2D', 'ODC1', 'AGO2', 'RYBP', 'NFKB1', 'IDI1', 'NEK6', 'SAT1', 'CHAF1B', 'FADS2', 'ZBTB21', 'JUND', 'SEPTIN9', 'PTPN1', 'REXO2', 'CD3E', 'PPIF', 'AEBP2']"
74,Stim8hr,1.2433124347041995,0.5207905986500564,101,23.0,"['MAPKAPK5', 'ADAT2', 'IQSEC1', 'SLAMF6', 'RTKN2', 'PEAK1', 'GFI1', 'CTSW', 'PNPO', 'CD109', 'TESPA1', 'NARF', 'ITPK1', 'POMGNT2', 'FOXP1', 'ZSWIM6', 'XPR1', 'IKZF2', 'P2RY11', 'JAK2', 'THAP12', 'NDFIP1', 'PDE7A']"
27,Rest,1.243293030673884,0.5273984592302683,100,23.0,"['SLC44A2', 'TNFSF8', 'SATB1', 'STK38', 'PCMTD1', 'TRANK1', 'RASA3', 'RASSF3', 'RBM17', 'SAMHD1', 'TXK', 'ERN1', 'HNRNPAB', 'ARID5B', 'MBD2', 'ILF3', 'PRKCQ', 'IL10RA', 'ATP2A2', 'HMGN1', 'ETS1', 'CD37', 'TRIM22']"
97,Stim48hr,1.199415982489706,0.5314022598279134,52,12.0,"['IRF8', 'IL2RA', 'RBM17', 'RERE', 'SMYD2', 'CD247', 'CD2', 'TMEM71', 'STRAP', 'ANXA11', 'NDUFAF2', 'STAT1']"
76,Stim8hr,1.1167649062668463,0.5315836820135443,100,21.0,"['IL21R', 'APPL1', 'TNFSF14', 'UFM1', 'KIF11', 'MGAT5', 'EIF1B', 'SOCS1', 'TRAF1', 'SPC24', 'LAT2', 'NABP1', 'SLC43A3', 'HCFC1', 'FAM98A', 'TNFAIP8', 'FOSL2', 'FADS2', 'FRMD4B', 'PHF19', 'ETS1']"
25,Rest,1.0335358950276998,0.5550509545612402,100,20.0,"['APOBR', 'BAK1', 'GNB2', 'EPHB1', 'LSP1', 'IL18R1', 'NBL1', 'RIN3', 'TESPA1', 'LAT2', 'ARL4C', 'CABIN1', 'FOXP1', 'ZMIZ1', 'CAMK4', 'PDE4D', 'SGF29', 'LMO4', 'IFI30', 'IL7R']"
26,Stim48hr,1.26905000691321,0.5734656315591085,100,24.0,"['SMURF1', 'IL2RA', 'HBS1L', 'PHLDA1', 'IL21R', 'GSE1', 'CD6', 'CEP128', 'LCP1', 'SELL', 'UBE2E3', 'CD80', 'CD109', 'CEMIP2', 'CDC37', 'VOPP1', 'LTA', 'FUT8', 'PSMB9', 'FKBP5', 'CDKN2C', 'SYTL2', 'SOCS3', 'CARD11']"
106,Stim48hr,1.12864359219222,0.586416317542133,100,22.0,"['PTPRC', 'PLAC8', 'CD6', 'MICOS10', 'STAT3', 'FYB1', 'SMAD3', 'CD69', 'ITM2A', 'CLEC2D', 'TP53INP1', 'ACTN1', 'IL2', 'ARHGAP15', 'C12orf75', 'CD5', 'SYNE2', 'SESN1', 'MCL1', 'MAPK1', 'IFNG', 'SHISA2']"
19,Stim48hr,1.4180119825861357,0.5909196231837262,100,26.0,"['RRAS2', 'ATP8B4', 'APOBR', 'STK17B', 'PIK3R1', 'IFNAR2', 'SPATS2L', 'SMAD3', 'GFI1', 'GPX4', 'ACTN1', 'CEMIP2', 'ODC1', 'CHD3', 'SIRPG', 'FAM53B', 'ZFP36L2', 'ETS2', 'LNPEP', 'KIF1B', 'MBD2', 'VEGFB', 'JARID2', 'CRYBG1', 'RCAN1', 'PPARG']"
111,Stim8hr,1.0348474636029794,0.591767021614699,101,20.0,"['IL2RA', 'ADGRE5', 'HIF1A', 'BATF3', 'TNFSF14', 'DNMT3A', 'NFKBIA', 'PEAK1', 'SLA', 'REL', 'EGR2', 'TESPA1', 'PRR5L', 'JUND', 'CD47', 'RGS1', 'IRF4', 'TNIP3', 'TNFRSF1A', 'CARD11']"
30,Stim48hr,1.1978196174537596,0.5935589534206233,100,23.0,"['ITGAM', 'FAS', 'BATF3', 'BMP2K', 'TRAT1', 'ZNRF1', 'PCMTD1', 'ICOS', 'NR3C1', 'IL2', 'PCSK7', 'HELZ2', 'AGO2', 'KMT2A', 'NFKB1', 'CDYL2', 'L1CAM', 'APBB1IP', 'FSCN1', 'DENND3', 'RGS1', 'THAP12', 'CD28']"
77,Rest,1.0335358950276998,0.5946974513156145,100,20.0,"['CBLB', 'CCNY', 'HINT1', 'SATB1', 'TSPAN18', 'UBL3', 'DDX6', 'CSK', 'KIAA0319L', 'RASA3', 'NDUFV2', 'IKZF1', 'ZNF33B', 'ABTB3', 'IRX3', 'PATJ', 'ALAS1', 'ETS1', 'GPD2', 'PGD']"
54,Stim8hr,1.0481873559947887,0.6212313572573169,100,20.0,"['PRKCB', 'TNFSF8', 'ADAT2', 'RPIA', 'FOXO1', 'DOCK9', 'ACTN1', 'TPGS2', 'C12orf75', 'CDYL2', 'IKZF1', 'FOSL2', 'CD47', 'EAF2', 'IRF4', 'JAK2', 'HMGN1', 'CD28', 'TMSB4X', 'TRAF3']"
60,Stim48hr,1.12864359219222,0.6275604340662156,100,22.0,"['SERTAD2', 'BMP2K', 'ZDHHC14', 'IRF1', 'FARP1', 'OAS3', 'KIAA0319L', 'PNPO', 'IL2', 'HELZ2', 'TRIM14', 'KMT2A', 'STARD10', 'SMYD2', 'FSCN1', 'METAP2', 'PTEN', 'DENND3', 'RGS1', 'SPTLC2', 'NEURL3', 'CD28']"
50,Stim8hr,0.9815172487392618,0.6460957820344201,100,19.0,"['SH2B3', 'PTPRC', 'KRAS', 'IL2RA', 'CCDC88B', 'RCN1', 'ACTN1', 'IFITM2', 'GPR174', 'PRR5L', 'LNPEP', 'BHLHE40', 'IRF4', 'IKBKE', 'TNIP3', 'F5', 'FOXP3', 'AEBP2', 'CD86']"
28,Stim8hr,1.1873243508645963,0.654343408698985,100,22.0,"['CDC73', 'NFKBIA', 'CRIM1', 'DOT1L', 'BACH2', 'HADH', 'LYST', 'KPNB1', 'CSK', 'ACTR1B', 'NRDC', 'AKAP11', 'TRAF1', 'FAF1', 'FUT8', 'IL18RAP', 'SEPTIN9', 'AGK', 'VMP1', 'MARCHF7', 'ETS1', 'ZRANB2']"
44,Stim48hr,1.4180119825861357,0.659509948245137,100,26.0,"['STK24', 'TICAM1', 'SIT1', 'TEC', 'CYLD', 'RCN1', 'SPNS3', 'GFI1', 'CTNNA1', 'CCDC34', 'GATA3', 'DAP', 'CEP43', 'SEC61G', 'SHC1', 'ERN1', 'IKBKB', 'ITPK1', 'ABTB3', 'RNASEH2B', 'TUBB3', 'SOX5', 'PLCG2', 'PTGIR', 'TUFM', 'GPD2']"
90,Rest,1.101437817250222,0.6621406626133935,100,21.0,"['CCDC6', 'SLC44A2', 'CDH23', 'PIK3R1', 'ZBTB7C', 'TRAT1', 'NOD2', 'KIAA1671', 'LMBRD1', 'PTGER4', 'MEGF6', 'SPRED2', 'PCSK7', 'RNF145', 'SOCS1', 'LMNA', 'DDR1', 'SNX20', 'WIPI2', 'CD28', 'EPHA4']"
83,Rest,1.101437817250222,0.6648198600853306,100,21.0,"['STK17B', 'TNFSF8', 'KIF11', 'FEN1', 'ZMAT3', 'SATB1', 'STAT3', 'VPS13C', 'CD80', 'CXCR4', 'C12orf75', 'PSAT1', 'ARID5B', 'ACAP1', 'BHLHE40', 'SYTL2', 'ITGAL', 'MKI67', 'NLRC5', 'TRIM22', 'AEBP2']"
9,Rest,0.9675497258064836,0.6708239888783996,100,19.0,"['TNFSF8', 'SERTAD2', 'SPATS2L', 'TSPAN18', 'VSIR', 'ACTN1', 'PHTF1', 'IKZF1', 'ADPRH', 'MAPK8', 'PPARGC1B', 'KLF2', 'MYC', 'ANXA1', 'ETS1', 'DNAJC5', 'MAML2', 'GPD2', 'TPP2']"
32,Stim48hr,1.0614427641155346,0.6784244919274782,100,21.0,"['ATP8B4', 'PITPNM2', 'KIF21B', 'OAS1', 'EIF2S2', 'OAS3', 'PREX1', 'ANXA11', 'GPX4', 'VEGFA', 'SOCS1', 'TESPA1', 'PSAT1', 'AAGAB', 'RAB39B', 'SYNE2', 'NFATC2', 'PXK', 'EIF4H', 'TUFM', 'CD37']"
44,Stim8hr,1.1873243508645963,0.6798732726769691,100,22.0,"['SH2B3', 'RWDD4', 'GSE1', 'DPF3', 'PRKCD', 'CARMIL2', 'GZMB', 'SLC12A7', 'TMOD3', 'GFI1', 'PARK7', 'CTSW', 'SMAD2', 'ANXA4', 'ERN1', 'IKBKB', 'CAMK2G', 'SP140L', 'FASTKD3', 'TMX1', 'LMO4', 'GPD2']"
31,Rest,1.3174084047922283,0.6922571309311604,100,24.0,"['ATP8B4', 'ITGAM', 'TIAM1', 'GZMB', 'STIM1', 'VPS13C', 'KLF3', 'IRS2', 'GFI1', 'PREX1', 'CX3CR1', 'RNF144A', 'GPX4', 'SOCS1', 'CD44', 'CUTA', 'FAM53B', 'CDKN1A', 'CDC42EP3', 'SYNE2', 'ANXA6', 'VEGFB', 'ATP8B2', 'CCR5']"
78,Stim8hr,0.9815172487392618,0.698137000568387,100,19.0,"['NCK2', 'IFNAR2', 'RTKN2', 'GFI1', 'ARID1A', 'NCOR2', 'CTSW', 'ETV3', 'RNF145', 'SMAD2', 'RBM17', 'RNF168', 'ERN1', 'IKBKB', 'GLUD1', 'FHL3', 'IKZF2', 'SP140L', 'FASTKD3']"
64,Stim48hr,1.12864359219222,0.713269805786885,100,22.0,"['PMAIP1', 'CD6', 'KIF11', 'ZMAT3', 'SATB1', 'LYST', 'ITM2A', 'CXCR4', 'PTTG1', 'KIF2A', 'C12orf75', 'PSAT1', 'CDKN1A', 'ZFP36L2', 'CD2', 'CD226', 'FADS2', 'CD5', 'SESN1', 'MCL1', 'AEN', 'TRIM22']"
87,Rest,1.1713305428953682,0.7145448537275555,100,22.0,"['PTPRC', 'SEH1L', 'FAS', 'CASP8', 'AMD1', 'OS9', 'FYB1', 'TP53INP1', 'GNL3', 'CDKN1A', 'CD2', 'WDR18', 'BHLHE40', 'MYC', 'SYTL2', 'ITGAL', 'RASGRP1', 'PRDM1', 'SESN1', 'TOMM22', 'ADA2', 'MIF']"
58,Rest,1.243293030673884,0.7383578429223756,100,23.0,"['ZFP90', 'SDF2L1', 'USP25', 'ARPC5', 'SLC48A1', 'CAST', 'BCL6', 'CHMP4B', 'PHGDH', 'PARK7', 'STING1', 'RNF144A', 'RASA3', 'RNF145', 'VEGFA', 'CDC37', 'ZFP36L2', 'M6PR', 'ACAP1', 'ATG16L2', 'SYTL2', 'MARCHF7', 'ACTR3']"
76,Stim48hr,1.0614427641155346,0.761198606447749,100,21.0,"['PMAIP1', 'TNFAIP3', 'UFM1', 'FEN1', 'STAT3', 'CSTF2T', 'ANXA2', 'CSK', 'SOCS1', 'SAMHD1', 'LAT2', 'RYBP', 'C12orf75', 'TNFAIP8', 'FADS2', 'RAB39B', 'ZBTB21', 'TXNL1', 'ZBTB10', 'LBH', 'RFK']"
9,Stim48hr,0.9961419318178818,0.7755441446113633,100,20.0,"['KIF21B', 'IRF2BP2', 'PREX1', 'TSPAN3', 'GPR65', 'NDUFV2', 'RBM17', 'ZFP36L2', 'CD2', 'EXTL2', 'PXK', 'IKZF3', 'PDE4D', 'ETS1', 'IFI30', 'GPD2', 'HDAC7', 'TPP2', 'CDK6', 'ORMDL3']"
78,Stim48hr,1.12864359219222,0.7810444811320023,100,22.0,"['STK24', 'RDH14', 'TICAM1', 'SIT1', 'PPIL3', 'PDK1', 'GFI1', 'SRP54', 'DAP', 'SMAD2', 'SEC61G', 'SHC1', 'CUTA', 'ERN1', 'IKBKB', 'ITPK1', 'NFKBIL1', 'RNASEH2B', 'PTGIR', 'IKZF2', 'SP140L', 'TMEM258']"
63,Rest,0.9034079290620468,0.7821461794915059,100,18.0,"['FAM171B', 'TRIB2', 'BHLHE40', 'ST8SIA4', 'SAMHD1', 'DPP4', 'ATP8B4', 'NFKB1', 'CDYL2', 'KLF3', 'TCF7', 'ETS1', 'PLXNA4', 'CD2', 'TRAT1', 'GRAMD1B', 'C8orf33', 'CD86']"
86,Stim8hr,1.1167649062668463,0.7827861819717183,100,21.0,"['CCNY', 'IL21R', 'ADGRE5', 'DOCK10', 'CCDC88B', 'DOT1L', 'DUSP5', 'STAT1', 'ACTR1B', 'IL2', 'PGRMC2', 'NCALD', 'TRAF1', 'ACTB', 'SAMHD1', 'CD200', 'FYN', 'CD47', 'ETS1', 'MAF', 'LMAN1']"
86,Rest,1.1713305428953682,0.8021768836593878,100,22.0,"['CDC73', 'ADGRE5', 'STK17B', 'TNFSF8', 'HINT1', 'CEP128', 'CXCR4', 'PLEC', 'SOCS1', 'CDK5RAP3', 'TNFAIP8', 'ERN1', 'ZFP36L2', 'SYNE2', 'ANXA1', 'NFATC2', 'SYTL2', 'FIBP', 'REXO2', 'TRAF3IP2', 'TPP2', 'TYMP']"
83,Stim48hr,1.2902050462067602,0.8047928899220099,41,10.0,"['NFATC2', 'LYST', 'MCL1', 'CD2', 'LAG3', 'NDFIP1', 'STING1', 'CCDC88B', 'SATB1', 'ANXA6']"
106,Stim8hr,0.9815172487392618,0.807619727543025,100,19.0,"['CBLB', 'UBE2E2', 'TIAM1', 'TNFSF8', 'KIF11', 'STAT1', 'PTGER4', 'RPIA', 'IRF1', 'BIRC5', 'EXOC2', 'C12orf75', 'NFKB1', 'FOXP1', 'KLF6', 'JAK2', 'CDC42SE2', 'NDC80', 'NLRC5']"
80,Rest,1.3937642327415058,0.8103618689881726,100,25.0,"['PPP2R5C', 'KIF21B', 'CASP8', 'RNASET2', 'PCMTD1', 'ANXA2', 'GZMB', 'DOCK9', 'CX3CR1', 'BIRC5', 'C12orf75', 'LEF1', 'LMNA', 'SYNE2', 'SEPTIN9', 'TBX21', 'CCR2', 'ANXA6', 'VEGFB', 'TCF7', 'ATP2A2', 'CDC42SE2', 'CCR5', 'NLRC5', 'ADA2']"
109,Rest,1.101437817250222,0.8112205987090273,100,21.0,"['TNFAIP3', 'ATP8B4', 'PLAC8', 'RSU1', 'LIME1', 'AHI1', 'PLXNA4', 'FUT8', 'OSBPL9', 'PLCL2', 'JADE2', 'CD2', 'PSMB9', 'RAB38', 'FAM13A', 'KLF2', 'TRIB2', 'AKT3', 'CEP170', 'ANKRD28', 'PRXL2C']"
51,Stim8hr,0.9166837712060996,0.8127485855334403,100,18.0,"['SOCS1', 'PPM1G', 'INPP5B', 'IL2RA', 'ITGAM', 'KLF6', 'IFITM2', 'SLC7A1', 'CDKN1A', 'LMNA', 'PHGDH', 'BATF', 'AEBP2', 'RNF144A', 'ADGRG5', 'SYNE2', 'STAT1', 'VEGFA']"
22,Stim8hr,0.9166837712060996,0.8127485855334403,100,18.0,"['ARHGAP15', 'MYC', 'IL2RA', 'SAMHD1', 'HCLS1', 'IRF4', 'IKBKE', 'CAST', 'STK17B', 'CAPZB', 'TUFM', 'HNRNPAB', 'CDC42SE2', 'TMEM71', 'WDR36', 'ACAP1', 'ODC1', 'SYNE2']"
38,Stim48hr,1.12864359219222,0.8224463210290951,100,22.0,"['GSE1', 'DPF3', 'RNF19A', 'NCF4', 'LSP1', 'ICOS', 'CD109', 'RASSF3', 'IL12RB2', 'APBB1IP', 'FYN', 'SEPTIN9', 'DOCK5', 'STAT5B', 'DENND3', 'IL10RA', 'GNG2', 'F5', 'IFI30', 'REXO2', 'ZC3H15', 'CD28']"
32,Stim8hr,0.8536195289087174,0.8248010255783113,100,17.0,"['SOCS1', 'HEATR3', 'FOXO1', 'TOMM22', 'DDX6', 'TUFM', 'CSK', 'PHF3', 'NEK6', 'YRDC', 'ANXA11', 'AEN', 'FNIP1', 'GPX4', 'ATAD3B', 'MAT2B', 'CD28']"
97,Stim8hr,1.4110211123706995,0.8300328062425167,96,24.0,"['TNFAIP3', 'ADGRE5', 'MECR', 'NFKBIA', 'NDUFAF2', 'DUSP5', 'SELL', 'CD69', 'CHMP4B', 'ADGRG5', 'RSRP1', 'SMAD2', 'KIF2A', 'STAT5B', 'PIM3', 'PIGH', 'HEATR3', 'CHCHD6', 'JARID2', 'PKIA', 'SESN1', 'AKT3', 'AEN', 'CD3E']"
36,Stim8hr,0.9815172487392618,0.8305885799934677,100,19.0,"['FAS', 'DUSP5', 'NEMP2', 'BACH2', 'SATB1', 'ZMYM2', 'KCTD20', 'CIITA', 'RNF19A', 'SLC12A7', 'CYP20A1', 'CHD3', 'THYN1', 'PSAT1', 'AFF1', 'RAVER1', 'MFSD6', 'RGS14', 'TNFRSF1A']"
50,Rest,1.3174084047922283,0.8341821599058247,100,24.0,"['ANKZF1', 'STAT1', 'ZDHHC14', 'SCO2', 'SCAF8', 'GZMB', 'SLC39A8', 'PREX1', 'MUC1', 'UBE2E3', 'RNF144A', 'ARPC2', 'CXCR4', 'NCALD', 'C12orf75', 'IFITM2', 'LMNA', 'M6PR', 'FADS2', 'TBX21', 'VEGFB', 'DPP4', 'PATJ', 'FADS1']"
35,Rest,0.9034079290620468,0.8370752161383909,100,18.0,"['GPR65', 'RIN3', 'ICE2', 'FRMD4B', 'CCNY', 'DENND3', 'RNF19A', 'PITPNM2', 'CLUAP1', 'IL4R', 'TGFB1', 'TNFSF14', 'DNMT3A', 'CCR5', 'TMEM258', 'CPPED1', 'ANKRD28', 'CCR6']"
61,Stim48hr,1.0614427641155346,0.8468979429176439,100,21.0,"['STK24', 'SIT1', 'PRKCD', 'IRF2BP2', 'ZNRF1', 'PPIL3', 'PDK1', 'RTKN2', 'PEAK1', 'TMPRSS3', 'CTSW', 'IL2', 'CD44', 'SHC1', 'CD244', 'ITPK1', 'SNX5', 'GNG2', 'IKZF2', 'NDFIP1', 'ICAM2']"
48,Stim48hr,1.12864359219222,0.8493724140283511,100,22.0,"['YPEL3', 'SNRPC', 'ZMAT3', 'DUSP5', 'SATB1', 'STAT3', 'GART', 'ITM2A', 'CISD1', 'CLEC2D', 'TP53INP1', 'CXCR4', 'RBM17', 'GSDMB', 'CCNC', 'ST3GAL1', 'FADS2', 'CD47', 'MCL1', 'CD3E', 'CD37', 'TRIM22']"
15,Rest,1.101437817250222,0.8523008098170832,100,21.0,"['ZFP90', 'SDF2L1', 'USP25', 'ZMYM2', 'ARPC5', 'SLC48A1', 'PARK7', 'STING1', 'RNF144A', 'NR3C1', 'RASA3', 'RNF145', 'M6PR', 'ACAP1', 'ATG16L2', 'SYTL2', 'ATP5MG', 'MARCHF7', 'CEP120', 'ACTR3', 'TOMM22']"
48,Rest,1.0335358950276998,0.8541801595745837,100,20.0,"['PPP2R5C', 'UFM1', 'NUDT1', 'KIF11', 'PCMTD1', 'BIRC5', 'RNF144A', 'NR3C1', 'CXCR4', 'RASA3', 'VEGFA', 'PTTG1', 'C12orf75', 'PSAT1', 'RRM1', 'PPP4R3B', 'FADS2', 'MYC', 'VEGFB', 'MKI67']"
46,Rest,1.0335358950276998,0.8545585887298841,100,20.0,"['ST6GAL1', 'TNIP2', 'PITPNM2', 'BACH2', 'SATB1', 'TSPAN18', 'PCMTD1', 'KDM4C', 'ARPC2', 'MYCBP2', 'RIN3', 'RUNX3', 'NDUFV2', 'XPA', 'CDK5RAP3', 'ABTB3', 'CA11', 'PRR5L', 'ITFG2', 'USP18']"
63,Stim8hr,1.259944015395877,0.8555677961773612,100,23.0,"['SEH1L', 'HBS1L', 'PHLDA1', 'ATP8B4', 'TGFB1', 'DOCK9', 'CSK', 'NR3C1', 'RASA3', 'ELF1', 'SAMHD1', 'CDYL2', 'HCFC1', 'FOSL2', 'TNFRSF14', 'WDR18', 'CD47', 'VEGFB', 'DPP4', 'TRIB1', 'TOMM22', 'PPARG', 'MIF']"
50,Stim48hr,0.8709578258023074,0.8571970271166669,100,18.0,"['VOPP1', 'RAB38', 'LNPEP', 'KLF6', 'PSMG1', 'PSAT1', 'IFITM2', 'DDX6', 'SLC7A1', 'ATXN10', 'TMEM71', 'SNRPC', 'ZC3HAV1L', 'CD226', 'CEMIP2', 'CXCR4', 'IGSF9B', 'STAT3']"
7,Stim48hr,0.810941861743171,0.8603020761421685,100,17.0,"['PHTF1', 'AZI2', 'CHD3', 'RBM17', 'VEGFB', 'RFC3', 'FAM76B', 'DRAM2', 'CAPZB', 'JAK2', 'LMNA', 'PARK7', 'SNRPC', 'IL12RB2', 'ZRANB2', 'SYNE2', 'USP25']"
19,Rest,1.3937642327415058,0.8634335969331648,100,25.0,"['RRAS2', 'ADGRE5', 'PPP2R5C', 'CASP8', 'SMAD7', 'STAT1', 'CYLD', 'KLF12', 'SPATS2L', 'PIK3CB', 'IMMP1L', 'TRIM14', 'AGO2', 'CHD3', 'CD44', 'SIRPG', 'RYBP', 'ACVR2A', 'GLUL', 'SYTL2', 'ZNF568', 'ARL6IP6', 'PHF2', 'GPD2', 'HDAC7']"
25,Stim48hr,0.9961419318178818,0.868771882020213,100,20.0,"['APOBR', 'MEX3C', 'HDAC8', 'SKAP1', 'CCR1', 'PSMB9', 'GLUD1', 'SRPK1', 'PPP2R2A', 'FSCN1', 'UBE2E1', 'ITGA1', 'PATJ', 'LMO4', 'TUFM', 'DHCR7', 'AEN', 'IL7R', 'USP12', 'NAB1']"
39,Stim48hr,0.7525601067608785,0.8786258086168809,100,16.0,"['TMEM167A', 'C1S', 'FYB1', 'IL2RA', 'CD226', 'CISD3', 'PATJ', 'GSE1', 'CD6', 'SETBP1', 'TNFRSF14', 'FOXP3', 'PDHB', 'FADS1', 'IGSF9B', 'PSMG1']"
42,Stim48hr,0.8053246013638803,0.8871337417935122,77,13.0,"['ALPK3', 'EXTL2', 'TNIP2', 'DCTD', 'CDYL2', 'IFITM2', 'USP24', 'GTF2A1', 'MKI67', 'CD226', 'LBH', 'TP53INP1', 'LITAF']"
42,Rest,0.9034079290620468,0.9014656173798056,100,18.0,"['KLF12', 'TNFRSF11A', 'FAF1', 'CD44', 'RNF168', 'IL2RA', 'HADH', 'EXTL2', 'ST8SIA4', 'CAMK4', 'IFITM2', 'PLCG2', 'MAX', 'SLA', 'PRDM1', 'ARID2', 'CDKN2C', 'KIF1B']"
