gene,gene_id,condition,donor_correlation_mean,donor_correlation_min
A2M,ENSG00000175899,Rest,-0.0276187515757076,-0.4246749056109064
AAR2,ENSG00000131043,Rest,-0.1930219516513261,-0.2342126187635358
AASDH,ENSG00000157426,Rest,0.6127212399168732,0.2633775616591168
ABCC1,ENSG00000103222,Rest,0.1823622558466086,0.0551943378380876
ABHD12,ENSG00000100997,Rest,0.2677715910186439,0.0915691679015913
ABHD13,ENSG00000139826,Rest,0.1597046196363877,0.0273291908791664
ABHD14A,ENSG00000248487,Rest,0.8097620243311923,0.7452933066788042
ACAD11,ENSG00000240303,Rest,0.4800166617203278,0.3620754748181285
ACSL6,ENSG00000164398,Rest,0.4101089569013822,0.336812879931147
ACSS1,ENSG00000154930,Rest,0.6581351838410221,0.2706987936307494
ACTB,ENSG00000075624,Rest,0.5968633953949639,0.5084281419499042
ACTR2,ENSG00000138071,Rest,0.599137633564233,0.4227532631819161
ACTR3,ENSG00000115091,Rest,0.5390519444748849,0.317025852239873
ACTR5,ENSG00000101442,Rest,0.5456022067443128,0.4575661228852168
ACTR8,ENSG00000113812,Rest,0.6525526811919207,0.5828929963758575
ADAM19,ENSG00000135074,Rest,-0.0067709224073931,-0.1492299357044381
ADAM9,ENSG00000168615,Rest,0.7781042690615362,0.6282658747420939
ADAT2,ENSG00000189007,Rest,0.3123694998674601,0.2605966466810407
ADAT3,ENSG00000213638,Rest,0.6079826084525077,0.5550359773965239
ADCY4,ENSG00000129467,Rest,0.1119482319708933,-0.0063329725899086
ADNP2,ENSG00000101544,Rest,0.9271349358354156,0.910027872928474
ADO,ENSG00000181915,Rest,0.4129800178156877,0.3645323903664315
AFG3L2,ENSG00000141385,Rest,0.0281803615720983,-0.0814518878528021
AGPAT1,ENSG00000204310,Rest,0.0901625407649083,0.0198974368940295
AGRN,ENSG00000188157,Rest,0.1094614873079016,0.0341964034364896
AHR,ENSG00000106546,Rest,0.674344039341895,0.6182628003445629
AHSA1,ENSG00000100591,Rest,0.8474528809084964,0.7934434878760238
AIFM1,ENSG00000156709,Rest,-0.2930945158942432,-0.3738223526444661
AIP,ENSG00000110711,Rest,0.1852171876947891,0.1548312556900052
AK3,ENSG00000147853,Rest,0.1291981741815893,-0.154881756443009
AK9,ENSG00000155085,Rest,0.7953763524352748,0.7080495311878627
AKAP10,ENSG00000108599,Rest,0.0799964321928245,-0.0111467253704594
AKR1C1,ENSG00000187134,Rest,0.232405806903426,-0.0933887175386781
ALDH18A1,ENSG00000059573,Rest,0.5751742494104389,0.5053945442612264
ALG1,ENSG00000033011,Rest,0.0529171494832687,-0.0319806448041928
ALG12,ENSG00000182858,Rest,0.7814694193879466,0.6193654551089769
ALG13,ENSG00000101901,Rest,0.6065772523247165,0.4933769461395841
ALG2,ENSG00000119523,Rest,0.0778655961985651,-0.10446810970353
ALG5,ENSG00000120697,Rest,0.3653187434252324,-0.1294215231911588
ALG6,ENSG00000088035,Rest,0.5703592133772705,0.3808990552403217
ALG8,ENSG00000159063,Rest,0.491475910333476,0.3784025077716459
ALKBH2,ENSG00000189046,Rest,0.0315784421974786,-0.1039917103928076
ALOX5,ENSG00000012779,Rest,0.1777501901979708,-0.246117026243132
ALS2,ENSG00000003393,Rest,0.2234310497520696,-0.0723763501729296
AMER1,ENSG00000184675,Rest,0.3762823835563733,0.2297575643467985
AMIGO1,ENSG00000181754,Rest,-0.1018114694956447,-0.2328670194627933
ANKAR,ENSG00000151687,Rest,0.0226582958020341,-0.3146343444470668
ANKLE2,ENSG00000176915,Rest,0.3363007798126329,0.2322251920216546
ANKRD40,ENSG00000154945,Rest,0.572009692219786,0.4952235058301589
ANKRD49,ENSG00000168876,Rest,0.4590116294400657,0.2834794784645268
ANKZF1,ENSG00000163516,Rest,0.1178067237363355,0.0122279624031834
ANP32B,ENSG00000136938,Rest,0.585863524452837,0.3760933109620956
AP1S2,ENSG00000182287,Rest,0.1966024665080718,0.1187049756497835
AP3D1,ENSG00000065000,Rest,0.5705584827652749,0.1187303023589716
AP4M1,ENSG00000221838,Rest,0.0300896753715466,-0.1442616983305784
APAF1,ENSG00000120868,Rest,0.6216503630951213,0.5303230448538994
APBB1IP,ENSG00000077420,Rest,-0.189491780795552,-0.2100917299091215
APC,ENSG00000134982,Rest,0.4413101003628628,0.2770105271768358
APEX1,ENSG00000100823,Rest,0.7907006032093583,0.7241800764828334
APOBEC3B,ENSG00000179750,Rest,0.0421664475327131,-0.3004417058606155
APOBEC3G,ENSG00000239713,Rest,0.2610948269977852,0.1203067885180259
APPBP2,ENSG00000062725,Rest,0.8459035916780318,0.6751712436144367
ARF1,ENSG00000143761,Rest,0.3657499897611792,0.1533936976434304
ARHGAP30,ENSG00000186517,Rest,0.7152845357632883,0.6010060771595741
ARHGAP45,ENSG00000180448,Rest,0.492335323067654,0.3128671598350834
ARID1A,ENSG00000117713,Rest,0.0206394419488219,-0.4345405857293927
ARID2,ENSG00000189079,Rest,0.4544816250104126,0.3784049083675621
ARIH1,ENSG00000166233,Rest,0.4333743015900705,0.1837563809561253
ARL5B,ENSG00000165997,Rest,-0.2175970115126846,-0.4042169679955579
ARMC8,ENSG00000114098,Rest,-0.0501471168313125,-0.1204789970335986
ARMH3,ENSG00000120029,Rest,0.5995084803951481,0.3977550284810284
ARNT,ENSG00000143437,Rest,0.7906346406857209,0.7515592729432428
ARPC2,ENSG00000163466,Rest,0.1862983668477483,0.1224670100598146
ARPC3,ENSG00000111229,Rest,0.3661712448478969,0.2970196262616879
ARPC4-TTLL3,ENSG00000250151,Rest,0.7060106492573195,0.6557263360527552
ARRDC4,ENSG00000140450,Rest,0.3782454435525088,0.31363355611164
ASNA1,ENSG00000198356,Rest,0.0673803893512971,-0.3972740403171202
ASXL1,ENSG00000171456,Rest,0.7758646480841308,0.7473028668026498
ATAD5,ENSG00000176208,Rest,0.733112464468984,0.7123826639074052
ATF4,ENSG00000128272,Rest,0.5638439935683435,0.4091199054375254
ATF7IP2,ENSG00000166669,Rest,0.2468876814600948,0.1316105386531904
ATG12,ENSG00000145782,Rest,0.0377104840326555,-0.2724581741797534
ATG9A,ENSG00000198925,Rest,0.3969676685017818,0.3806158605501337
ATIC,ENSG00000138363,Rest,0.2044269492245663,0.1004161919677754
ATM,ENSG00000149311,Rest,0.6662937660863086,0.5776460150125787
ATP1B3,ENSG00000069849,Rest,0.431788855573129,0.3044377596774543
ATP23,ENSG00000166896,Rest,0.7247955300725156,0.5779429007193116
ATP2A2,ENSG00000174437,Rest,0.6598386913323104,0.6392956527418442
ATP2B1,ENSG00000070961,Rest,0.1796556058702822,0.1530985207308345
ATP5F1A,ENSG00000152234,Rest,0.2886240896467819,0.0149338079999162
ATP5F1B,ENSG00000110955,Rest,-0.0271386126538901,-0.249128384569729
ATP5ME,ENSG00000169020,Rest,0.0003341550604081,-0.1032986829098574
ATP5MF,ENSG00000241468,Rest,0.2644285261552584,0.2033716996712164
ATP5MF-PTCD1,ENSG00000248919,Rest,0.6689267419666195,0.5638403971466794
ATP5PD,ENSG00000167863,Rest,0.2928993161920415,0.1692676442705423
ATP5PO,ENSG00000241837,Rest,0.4466547340652125,0.3925594259421063
ATP6V1E1,ENSG00000131100,Rest,-0.1026444505600266,-0.2581066156590705
ATP8B1,ENSG00000081923,Rest,0.2625793248048317,0.2042569519463092
ATPAF2,ENSG00000171953,Rest,0.5480906851126374,0.4854492983183121
ATRX,ENSG00000085224,Rest,0.6058435947186227,0.5630759450783968
ATXN10,ENSG00000130638,Rest,0.2361419931607888,0.1521001088350876
ATXN1L,ENSG00000224470,Rest,0.3233088555632559,0.2103065701588151
ATXN2L,ENSG00000168488,Rest,0.7944599020117428,0.6857959570880346
ATXN7L3,ENSG00000087152,Rest,0.5825455944089767,0.5431322120956186
AVPR2,ENSG00000126895,Rest,0.3129604184912131,0.1306333460060292
B3GAT1,ENSG00000109956,Rest,0.3916446149124723,0.2180429533347837
B3GAT2,ENSG00000112309,Rest,-0.1091071306454261,-0.3499857628362942
B4GALT7,ENSG00000027847,Rest,0.6681416825378473,0.6449931020578183
BAHD1,ENSG00000140320,Rest,0.3307006931982925,0.2399685736862373
BAP1,ENSG00000163930,Rest,0.1345584031613128,-0.0183944755525367
BARX1,ENSG00000131668,Rest,0.3648143194590558,0.2068166919531897
BATF,ENSG00000156127,Rest,0.2354766071203523,0.1138934579428023
BAZ1A,ENSG00000198604,Rest,0.5751503462873644,0.5118542989143134
BBS10,ENSG00000179941,Rest,0.0793282609404117,-0.1464057995088334
BCKDHA,ENSG00000248098,Rest,0.5601399031647626,0.5024233793594062
BCL3,ENSG00000069399,Rest,0.5201945909212347,0.3837473809755374
BCLAF1,ENSG00000029363,Rest,0.8501569309288645,0.7753075855281156
BCS1L,ENSG00000074582,Rest,0.476046881905815,0.4084161210712008
BEX3,ENSG00000166681,Rest,0.4824085828746154,0.41551123753953
BHLHE40,ENSG00000134107,Rest,0.7066525315836579,0.6879778141894736
BLZF1,ENSG00000117475,Rest,0.611671265737508,0.3777514647772919
BMI1,ENSG00000168283,Rest,0.5809795245834213,0.521388496949251
BPNT1,ENSG00000162813,Rest,0.604014931147088,0.4405523880204406
BPTF,ENSG00000171634,Rest,0.6708121072634933,0.6567246333405918
BRAT1,ENSG00000106009,Rest,0.7441010956008807,0.5258044846209265
BRD1,ENSG00000100425,Rest,0.5300888927412902,0.4375846101767688
BRD7,ENSG00000166164,Rest,0.631159178574785,0.4965741704131712
BRD8,ENSG00000112983,Rest,0.4673158121898043,0.3655714435920794
BRD9,ENSG00000028310,Rest,0.5859810241459158,0.491410805190089
BRK1,ENSG00000254999,Rest,0.59956359846106,0.5094363751340945
BRMS1,ENSG00000174744,Rest,0.5635298486746282,0.5021796206567386
BRPF1,ENSG00000156983,Rest,0.4755354223607774,0.4168659750392789
BTAF1,ENSG00000095564,Rest,0.618210283652474,0.5124087388330006
C11orf54,ENSG00000182919,Rest,-0.110460461823671,-0.6153914196677884
C11orf68,ENSG00000175573,Rest,0.2066370490166873,0.1362990790952492
C16orf72,ENSG00000182831,Rest,0.6664143394239649,0.5397918158115386
C16orf87,ENSG00000155330,Rest,0.0616800715780893,0.0508505882578303
C18orf32,ENSG00000177576,Rest,0.0603459500478761,-0.0876715336537972
C19orf54,ENSG00000188493,Rest,0.5503593913851007,0.4399881170165599
C1D,ENSG00000197223,Rest,0.2963007201381153,0.2684022974244721
C1orf115,ENSG00000162817,Rest,0.4302716769505918,0.3227415798032563
C1orf21,ENSG00000116667,Rest,0.2059601342591879,0.156507358741544
C1orf216,ENSG00000142686,Rest,-0.08089468710291,-0.30562349549117
C6orf62,ENSG00000112308,Rest,0.3039720386696289,0.1314296999542888
C7orf55-LUC7L2,ENSG00000269955,Rest,0.4493203288419904,0.3481470962627642
C8orf33,ENSG00000182307,Rest,0.1697103540055534,0.0097889667551556
C9orf64,ENSG00000165118,Rest,0.6204227270937851,0.562549753885128
CACHD1,ENSG00000158966,Rest,-0.2355343348527654,-0.3897511807896646
CAD,ENSG00000084774,Rest,0.4004283448871613,0.278999277014558
CALHM6,ENSG00000188820,Rest,0.0984446299622432,0.0218175009827255
CALR,ENSG00000179218,Rest,0.2029841180325561,0.0399116148997016
CAMK1,ENSG00000134072,Rest,-0.1179742167706943,-0.1725372634539961
CAMSAP1,ENSG00000130559,Rest,0.5157612147020714,0.3913730863748646
CAND1,ENSG00000111530,Rest,0.6434923805036444,0.570220866215941
CAP1,ENSG00000131236,Rest,0.5911141701628969,0.5070247159463258
CARD11,ENSG00000198286,Rest,0.2637955717076048,0.2607406319674438
CARD6,ENSG00000132357,Rest,0.1798069360392858,0.0039916350256231
CARM1,ENSG00000142453,Rest,0.8075217798821432,0.7277786964102596
CARMIL2,ENSG00000159753,Rest,0.6191894152270218,0.4941019467609122
CASC3,ENSG00000108349,Rest,0.5785955145038758,0.5721749639543359
CASK,ENSG00000147044,Rest,0.134797969358323,0.0666596903433243
CASP9,ENSG00000132906,Rest,0.5537996176224349,0.3823505110894395
CAV1,ENSG00000105974,Rest,0.2567401569093129,0.1061470785901615
CAVIN2,ENSG00000168497,Rest,0.0590147987277947,0.0590147987277947
CBFA2T2,ENSG00000078699,Rest,0.5340037683526007,0.452579745173661
CBFB,ENSG00000067955,Rest,0.4704302959603226,0.4142569725678667
CBLL1,ENSG00000105879,Rest,0.2169442684587838,0.1047073188303839
CBX3,ENSG00000122565,Rest,0.6979415594580756,0.6569837366201223
CBX5,ENSG00000094916,Rest,0.4913162987570547,-0.0641680126493674
CCAR1,ENSG00000060339,Rest,0.4809468864575167,0.4651289603239503
CCDC12,ENSG00000160799,Rest,0.0817417999446529,0.0425959301766209
CCDC137,ENSG00000185298,Rest,0.176348157934417,-0.3074561863347644
CCDC138,ENSG00000163006,Rest,0.1219838176798051,0.0817797175454035
CCDC22,ENSG00000101997,Rest,0.6813372193237024,0.6188622968698283
CCDC28B,ENSG00000160050,Rest,0.0139159212005501,-0.072464840001479
CCDC6,ENSG00000108091,Rest,0.310707432112255,0.1174000346836294
CCDC93,ENSG00000125633,Rest,0.3070693079704121,0.180853666312375
CCL5,ENSG00000271503,Rest,0.6112897208002965,0.5239104356573295
CCNA2,ENSG00000145386,Rest,0.3962210901925831,0.3238141374730803
CCNC,ENSG00000112237,Rest,0.4181245999832098,0.3638183695661435
CCND2,ENSG00000118971,Rest,0.6724306262244473,0.647040533868629
CCNF,ENSG00000162063,Rest,0.6868543977042952,0.6350673910255922
CCNK,ENSG00000090061,Rest,0.4670913816797408,0.3343621956758398
CCNQ,ENSG00000262919,Rest,0.3555920302046315,0.327584849409246
CCR10,ENSG00000184451,Rest,0.1402081195622162,0.0981285399326576
CCR4,ENSG00000183813,Rest,0.2492200407360408,0.10716513326756
CCR6,ENSG00000112486,Rest,0.1230616489467158,-0.0417359316468389
CCS,ENSG00000173992,Rest,0.3616617580711663,0.1977466060341916
CD244,ENSG00000122223,Rest,-0.0028254227610571,-0.2369301257297494
CD2BP2,ENSG00000169217,Rest,0.3841364466276064,0.2328690855258817
CDADC1,ENSG00000102543,Rest,0.315165783608822,0.2061639001024613
CDC25B,ENSG00000101224,Rest,0.4281310915168507,0.3379674160573141
CDC34,ENSG00000099804,Rest,0.814603577394208,0.802764305063049
CDCA3,ENSG00000111665,Rest,0.2648485689381217,0.0792637788262908
CDK13,ENSG00000065883,Rest,0.6008962720246177,0.5758269284026544
CDK5RAP3,ENSG00000108465,Rest,0.5941389823023578,0.3932597929404721
CDKN2AIP,ENSG00000168564,Rest,0.6363401334688242,0.4252325658605545
CEP104,ENSG00000116198,Rest,0.659101280190324,0.3182025603806479
CEP350,ENSG00000135837,Rest,0.3028218864445969,0.2504833325091759
CEP44,ENSG00000164118,Rest,0.7141995264179518,0.5865037979032025
CEP57,ENSG00000166037,Rest,0.2071724457908735,0.0843742794561443
CEP89,ENSG00000121289,Rest,-0.6071301865284598,-1.0
CFAP20,ENSG00000070761,Rest,0.5345549755733008,0.4849899605614703
CFAP298,ENSG00000159079,Rest,0.0210577720298074,-0.0371213019177093
CFAP97,ENSG00000164323,Rest,0.3093102491139762,0.1816995789836774
CFD,ENSG00000197766,Rest,0.3962222035039311,0.2855055960025824
CHD4,ENSG00000111642,Rest,0.6339158018393732,0.5728790972922028
CHD7,ENSG00000171316,Rest,0.4248096399022894,0.2768187655986706
CHEK2,ENSG00000183765,Rest,0.00653388170463,-0.1698519342805859
CHIC2,ENSG00000109220,Rest,0.4455015414256442,0.3552755398453936
CHMP1A,ENSG00000131165,Rest,0.3605277024099799,0.3342387052505187
CHMP4A,ENSG00000254505,Rest,-0.1977954988446002,-0.38045449085278
CHORDC1,ENSG00000110172,Rest,0.5574893854210681,0.4112066823147499
CHTF18,ENSG00000127586,Rest,0.3071907222905544,0.0614586133566271
CHURC1,ENSG00000258289,Rest,0.0189167835382496,-0.2013281360947199
CIR1,ENSG00000138433,Rest,0.8912681305735992,0.877265499785555
CISD1,ENSG00000122873,Rest,-0.1494521111499493,-0.2951066102041874
CIT,ENSG00000122966,Rest,0.6361710586008037,0.5937544342621128
CKAP2,ENSG00000136108,Rest,0.3499691468512436,0.2104556383778569
CKAP2L,ENSG00000169607,Rest,0.406140000568337,0.1909652376548727
CKAP4,ENSG00000136026,Rest,0.2208728356985675,-0.2052814279654921
CKLF-CMTM1,ENSG00000254788,Rest,-0.1567321877285369,-0.2048628316289076
CKS1B,ENSG00000173207,Rest,-0.0737252359369598,-0.173715941713462
CLASRP,ENSG00000104859,Rest,0.3042909964251217,0.2965508532153409
CLCC1,ENSG00000121940,Rest,0.1194237454453148,-0.0065626987119998
CLDN7,ENSG00000181885,Rest,0.4607646369464651,0.2949488660927854
CLUH,ENSG00000132361,Rest,0.3442890255648455,0.2123966751572965
CMAS,ENSG00000111726,Rest,0.6789439059253088,0.4624847553669324
CMTM7,ENSG00000153551,Rest,-0.1923883588478256,-0.2486854552201874
CMTR1,ENSG00000137200,Rest,0.4190831617189176,0.3400393945747282
CNBP,ENSG00000169714,Rest,0.7833178859708784,0.5588287802974398
CNOT10,ENSG00000182973,Rest,0.424917887085546,0.2399192839056577
CNOT11,ENSG00000158435,Rest,0.1692969970368392,-0.0160820386479389
CNOT4,ENSG00000080802,Rest,0.3674718321866593,0.2966788736056391
CNOT9,ENSG00000144580,Rest,0.0681258078044476,-0.1270530863000281
COA3,ENSG00000183978,Rest,0.5093438943533833,0.4754824242712933
COA5,ENSG00000183513,Rest,0.3173543011594839,0.2159329188199326
COA7,ENSG00000162377,Rest,0.6917590667012513,0.6082881755784888
COASY,ENSG00000068120,Rest,0.3771539322133859,0.2488604240689764
COG5,ENSG00000164597,Rest,0.0323874165531832,-0.0002578014374993
COG6,ENSG00000133103,Rest,-0.0080906304486206,-0.0339879075686858
COL1A1,ENSG00000108821,Rest,-0.456653351221129,-0.5967365702165396
COL4A1,ENSG00000187498,Rest,0.9000497290070937,0.8000994580141875
COL4A3BP,ENSG00000113163,Rest,0.2436158886092874,0.0232557198932773
COL5A1,ENSG00000130635,Rest,-0.2003895867922133,-0.3648510445220422
COMMD10,ENSG00000145781,Rest,0.3274067123481504,0.1431230842161524
COMMD4,ENSG00000140365,Rest,0.4188519813413918,0.2083667541622276
COMMD8,ENSG00000169019,Rest,0.4789076760164462,0.4036774393737689
COP1,ENSG00000143207,Rest,0.3826660712095808,0.3224268662398232
COPRS,ENSG00000172301,Rest,-0.0513716583279495,-0.113066322077501
COPS8,ENSG00000198612,Rest,0.5122003403004803,0.3869949817731898
COQ2,ENSG00000173085,Rest,-0.0260055238212303,-0.0957648065102129
COQ3,ENSG00000132423,Rest,0.3976327632242245,0.3118305846425719
COQ4,ENSG00000167113,Rest,0.7410920058249254,0.6072785814007826
COX10,ENSG00000006695,Rest,0.308415639122898,0.0655173710438784
COX11,ENSG00000166260,Rest,0.2608887792194809,0.2253515933009694
COX20,ENSG00000203667,Rest,0.3272680164158268,-0.0205557649682025
COX4I1,ENSG00000131143,Rest,0.4059764658335225,0.34013725732672
COX5A,ENSG00000178741,Rest,0.1815079915419186,0.0832633633860342
COX5B,ENSG00000135940,Rest,0.1440207906553989,0.127285630603845
COX6B1,ENSG00000126267,Rest,0.0839098303115436,0.0761890636964249
COX6C,ENSG00000164919,Rest,0.1074802037146859,0.0049277593583068
CPOX,ENSG00000080819,Rest,0.4968240669810601,0.3990571100254219
CPSF6,ENSG00000111605,Rest,0.6575468652647319,0.6075070593991948
CREB1,ENSG00000118260,Rest,0.556365444209905,0.4385388012547295
CREB3L2,ENSG00000182158,Rest,0.1095666867105745,-0.0071515356600067
CREBBP,ENSG00000005339,Rest,0.5371945634735814,0.4518209037442553
CRLS1,ENSG00000088766,Rest,0.4493544616493474,0.1922909182674003
CROT,ENSG00000005469,Rest,0.5245507865772435,0.393520976205618
CRTAP,ENSG00000170275,Rest,0.2454268481804546,-0.2222076350409238
CRTC2,ENSG00000160741,Rest,0.333810872229241,0.3130472346891366
CRY1,ENSG00000008405,Rest,0.1177080040070624,0.0426962473775968
CRYZL1,ENSG00000205758,Rest,-0.2389878826258399,-0.2707533549323075
CSDE1,ENSG00000009307,Rest,0.5368751814224545,0.3051591584455487
CSK,ENSG00000103653,Rest,0.7118876816944034,0.6535435378145615
CSNK2A1,ENSG00000101266,Rest,0.4167574576991148,0.2363856465664261
CSNK2A2,ENSG00000070770,Rest,0.4092285129267215,0.1866928145724604
CTBP1,ENSG00000159692,Rest,0.8428512134219993,0.8316281085859544
CTDSPL2,ENSG00000137770,Rest,0.6635640537483899,0.633740889049707
CTPS1,ENSG00000171793,Rest,0.1115987211482674,-0.1344235023648638
CTSF,ENSG00000174080,Rest,0.4810041978261126,0.3548892269929439
CTU1,ENSG00000142544,Rest,0.5045678771965331,0.4529126796379029
CTU2,ENSG00000174177,Rest,0.6367737808085635,0.5491207765682133
CUEDC2,ENSG00000107874,Rest,-0.012998583994738,-0.1531731342412881
CUL3,ENSG00000036257,Rest,0.5322258358476062,0.4636113869165222
CUL4B,ENSG00000158290,Rest,0.5910568733966807,0.5065381347813451
CWC27,ENSG00000153015,Rest,0.9397333898636578,0.8731196622206434
CXXC1,ENSG00000154832,Rest,0.301886788624556,0.2529095271623218
CXorf40A,ENSG00000197620,Rest,-0.0305242537703429,-0.1936223714233654
CYB561D2,ENSG00000114395,Rest,0.7191178888156505,0.5900400489406434
CYB5D1,ENSG00000182224,Rest,0.3576075232985111,-0.0645654092284636
CYB5R4,ENSG00000065615,Rest,0.3489362251656762,0.2060694056178312
CYC1,ENSG00000179091,Rest,0.392285185238191,0.1289509647348066
CYLD,ENSG00000083799,Rest,-0.0884799848784112,-0.5683257365477926
CYP4V2,ENSG00000145476,Rest,0.2475645302497038,0.0927822918328762
CYTH3,ENSG00000008256,Rest,-0.1367046215143994,-0.1367046215143994
DAD1,ENSG00000129562,Rest,-0.2288971882458192,-0.4202026526172913
DARS,ENSG00000115866,Rest,-0.0491207578933134,-0.1101192587411929
DAXX,ENSG00000204209,Rest,0.3185426730235937,0.0929983895381357
DBF4,ENSG00000006634,Rest,0.62142260877676,0.3217339304082879
DCAF16,ENSG00000163257,Rest,-0.1469350605963315,-0.1901136481508386
DCAF5,ENSG00000139990,Rest,0.1344762581309135,0.0517475357735038
DCAKD,ENSG00000172992,Rest,-0.2031036128749112,-0.3001296316281919
DCP2,ENSG00000172795,Rest,0.4018826908579771,0.2452420275259611
DCPS,ENSG00000110063,Rest,0.2295234748124449,0.1819736990276771
DCTPP1,ENSG00000179958,Rest,0.4519359174616088,0.1333000335153591
DDA1,ENSG00000130311,Rest,0.658120226211652,0.6252320283372753
DDRGK1,ENSG00000198171,Rest,0.4323014983392265,0.2994107597758729
DDTL,ENSG00000099974,Rest,0.9473185446453012,0.9044973602611568
DDX1,ENSG00000079785,Rest,0.2509568310480545,0.0471927517849924
DDX17,ENSG00000100201,Rest,0.5303856368932341,0.3863923517975123
DDX6,ENSG00000110367,Rest,0.4334963279226757,0.3759528967515899
DEF8,ENSG00000140995,Rest,0.5494522222989225,0.4776289958411254
DEFA6,ENSG00000164822,Rest,-0.0422279650655667,-0.24434175999351
DEK,ENSG00000124795,Rest,0.070890741558699,-0.0215682721390855
DENND2D,ENSG00000162777,Rest,0.5080962470416251,0.3044505335902614
DENR,ENSG00000139726,Rest,0.6125827295374654,0.5449766135474896
DEPDC5,ENSG00000100150,Rest,0.9006437105819507,0.7512552977337469
DESI1,ENSG00000100418,Rest,0.2156393212970325,0.1127331260873174
DET1,ENSG00000140543,Rest,0.1155523084972635,-0.0127109766806383
DHODH,ENSG00000102967,Rest,0.2476437508642132,0.1158102299215219
DHPS,ENSG00000095059,Rest,0.4784451321323884,0.3455053130674769
DHRS7,ENSG00000100612,Rest,0.6963531699794384,0.5046385297131477
DHX36,ENSG00000174953,Rest,0.6187924098967912,0.5944819487414292
DHX9,ENSG00000135829,Rest,0.0612661253205958,0.0208129837674913
DIS3,ENSG00000083520,Rest,0.1849045361705126,0.0564483408947661
DIS3L2,ENSG00000144535,Rest,0.1159273444832356,0.01198585485699
DLD,ENSG00000091140,Rest,0.1921448171678158,0.1648426322412934
DLG3,ENSG00000082458,Rest,0.1401938226171462,-0.0127090590985393
DLG4,ENSG00000132535,Rest,0.4251891394943728,0.3914538854852638
DMRTA2,ENSG00000142700,Rest,0.5378510592932486,0.4999237068175982
DMRTC2,ENSG00000142025,Rest,-0.4775764247756486,-0.8065617711754944
DNAAF2,ENSG00000165506,Rest,0.3606966075943635,0.1319078605140875
DNAH3,ENSG00000158486,Rest,0.1173321755165966,-0.0597644686151852
DNAJA3,ENSG00000103423,Rest,0.2685401627321853,0.2038236437687302
DNAJB11,ENSG00000090520,Rest,0.458464566548616,0.1577227475995404
DNAJB9,ENSG00000128590,Rest,0.6406875162383159,0.5385472379051581
DNAJC2,ENSG00000105821,Rest,0.3669325411693283,0.2023170098220527
DNAJC24,ENSG00000170946,Rest,0.4212573905061239,0.2791422057049943
DNAJC3,ENSG00000102580,Rest,0.5493773288066182,0.2355675188369907
DNAJC4,ENSG00000110011,Rest,-0.0369572769275906,-0.2417513360931736
DNAJC8,ENSG00000126698,Rest,0.6110640916135868,0.5527625185626827
DNMT3A,ENSG00000119772,Rest,0.20832431791397,-0.1371891695289097
DNTTIP1,ENSG00000101457,Rest,0.6749773867996316,0.5881231262546927
DOCK2,ENSG00000134516,Rest,0.4871204763896062,0.1708923209628026
DOHH,ENSG00000129932,Rest,0.4842269776598657,0.4510391454163324
DOLPP1,ENSG00000167130,Rest,0.3343892100121308,0.2697106625376942
DOP1A,ENSG00000083097,Rest,0.563882809785304,0.5088411234432105
DOP1B,ENSG00000142197,Rest,0.107844124446775,0.0022881584246475
DOT1L,ENSG00000104885,Rest,0.1285621035150258,-0.0403690337999617
DPH1,ENSG00000108963,Rest,0.3395641400995169,0.1104675699539458
DPH2,ENSG00000132768,Rest,0.452980455236061,0.2011408364645467
DPH5,ENSG00000117543,Rest,0.3890054038192317,0.3478753325232827
DPH6,ENSG00000134146,Rest,0.3759660562124123,0.1348257008127453
DPM1,ENSG00000000419,Rest,0.4754936128613018,0.4070165051965604
DR1,ENSG00000117505,Rest,0.5441625342513567,0.412134482668057
DRAP1,ENSG00000175550,Rest,-0.0390158200681983,-0.1131556312279917
DTWD1,ENSG00000104047,Rest,0.564026192418867,0.446216737131927
DTX4,ENSG00000110042,Rest,-0.410273479532255,-0.5528903455442036
DUSP12,ENSG00000081721,Rest,0.5833135448767377,0.5548796004332123
DVL1,ENSG00000107404,Rest,0.4651659884925747,0.4089285292542229
DYNC2H1,ENSG00000187240,Rest,0.2129726477577554,-0.1782989895731505
E2F1,ENSG00000101412,Rest,0.2872239780734365,0.2079343478724738
EARS2,ENSG00000103356,Rest,0.3334574868358039,0.2308653515958998
EBF3,ENSG00000108001,Rest,0.3219903919893704,0.03605037787638
ECHS1,ENSG00000127884,Rest,0.3219232460432432,0.1472899427061325
EDC3,ENSG00000179151,Rest,-0.2203480592681668,-0.2747900535739752
EDRF1,ENSG00000107938,Rest,0.2811229795853823,0.0566716498705673
EFHC1,ENSG00000096093,Rest,0.171299534140251,-0.0728440450640323
EFHD2,ENSG00000142634,Rest,0.2841181386315807,0.1125594560139048
EFR3A,ENSG00000132294,Rest,0.2553276357537411,0.0560487824523769
EHMT1,ENSG00000181090,Rest,0.6431714480014269,0.5465094503283348
EHMT2,ENSG00000204371,Rest,0.7548044579185132,0.7142358118978831
EI24,ENSG00000149547,Rest,0.0654559548145268,0.0105732701392609
EID2,ENSG00000176396,Rest,-0.0235983518586625,-0.046319340328566
EIF1,ENSG00000173812,Rest,0.5565381202053256,0.4568936754214492
EIF1AX,ENSG00000173674,Rest,-0.1870322137729904,-0.3177566714244886
