,target_contrast,donors,variable,correlation,correlation_ceiling,n_signif,culture_condition,target_name,condition,n_cells_target,n_up_genes,n_down_genes,n_total_de_genes,ontarget_effect_size,ontarget_significant,baseMean,offtarget_flag,n_total_genes_category,ontarget_effect_category
116,ENSG00000168610,CE0008678_CE0006864,CE0010866_CE0008162,0.6247609349241379,0.7263135183264874,1521,Rest,STAT3,Rest,239.0,420,505,925,-10.349113203097811,True,61.78874837220609,False,>10 DE genes,on-target KD
117,ENSG00000169020,CE0008678_CE0010866,CE0008162_CE0006864,-0.10329868290985741,0.7589654020676225,1028,Rest,ATP5ME,Rest,234.0,279,86,365,-13.448202343992785,True,84.01954055061297,False,>10 DE genes,on-target KD
118,ENSG00000169020,CE0008678_CE0008162,CE0010866_CE0006864,0.027087773836742948,0.7572671197860222,990,Rest,ATP5ME,Rest,234.0,279,86,365,-13.448202343992785,True,84.01954055061297,False,>10 DE genes,on-target KD
119,ENSG00000169020,CE0008678_CE0006864,CE0010866_CE0008162,0.07721337425433915,0.7478744271272024,1228,Rest,ATP5ME,Rest,234.0,279,86,365,-13.448202343992785,True,84.01954055061297,False,>10 DE genes,on-target KD
120,ENSG00000169375,CE0008678_CE0010866,CE0008162_CE0006864,0.7502993372059482,0.6478223607601729,135,Rest,SIN3A,Rest,611.0,117,45,162,-10.91922658752745,True,100.49527799666564,False,>10 DE genes,on-target KD
121,ENSG00000169375,CE0008678_CE0008162,CE0010866_CE0006864,0.6392170664048266,0.8023525921416904,26,Rest,SIN3A,Rest,611.0,117,45,162,-10.91922658752745,True,100.49527799666564,False,>10 DE genes,on-target KD
122,ENSG00000169375,CE0008678_CE0006864,CE0010866_CE0008162,0.6461065217259983,0.625960779268187,21,Rest,SIN3A,Rest,611.0,117,45,162,-10.91922658752745,True,100.49527799666564,False,>10 DE genes,on-target KD
123,ENSG00000175899,CE0008678_CE0010866,CE0008162_CE0006864,-0.42467490561090643,,18,Rest,A2M,Rest,366.0,56,66,122,0.0,False,,False,>10 DE genes,no on-target KD
124,ENSG00000175899,CE0008678_CE0008162,CE0010866_CE0006864,0.037994212636824,0.21173669320537356,1524,Rest,A2M,Rest,366.0,56,66,122,0.0,False,,False,>10 DE genes,no on-target KD
125,ENSG00000175899,CE0008678_CE0006864,CE0010866_CE0008162,0.30382443824695954,,1438,Rest,A2M,Rest,366.0,56,66,122,0.0,False,,False,>10 DE genes,no on-target KD
126,ENSG00000178982,CE0008678_CE0010866,CE0008162_CE0006864,0.574637732891271,0.8641808314463912,148,Rest,EIF3K,Rest,702.0,72,7,79,-22.466023250152485,True,95.31489642433976,True,>10 DE genes,on-target KD
127,ENSG00000178982,CE0008678_CE0008162,CE0010866_CE0006864,0.5025960143188893,0.6908424233697615,89,Rest,EIF3K,Rest,702.0,72,7,79,-22.466023250152485,True,95.31489642433976,True,>10 DE genes,on-target KD
128,ENSG00000178982,CE0008678_CE0006864,CE0010866_CE0008162,0.6590050216233847,0.9016345421629356,74,Rest,EIF3K,Rest,702.0,72,7,79,-22.466023250152485,True,95.31489642433976,True,>10 DE genes,on-target KD
129,ENSG00000184007,CE0008678_CE0010866,CE0008162_CE0006864,0.37684822642582577,0.6225092781611302,198,Rest,PTP4A2,Rest,54.0,65,52,117,0.0,False,,False,>10 DE genes,no on-target KD
130,ENSG00000184007,CE0008678_CE0008162,CE0010866_CE0006864,-0.09509999443999408,0.7956646991221936,82,Rest,PTP4A2,Rest,54.0,65,52,117,0.0,False,,False,>10 DE genes,no on-target KD
131,ENSG00000184007,CE0008678_CE0006864,CE0010866_CE0008162,0.5257940517194674,0.33472512386010106,173,Rest,PTP4A2,Rest,54.0,65,52,117,0.0,False,,False,>10 DE genes,no on-target KD
132,ENSG00000184232,CE0008678_CE0010866,CE0008162_CE0006864,0.05338367232461621,,13,Rest,OAF,Rest,109.0,22,128,150,-0.7681867912161475,True,2.500849707316355,False,>10 DE genes,on-target KD
133,ENSG00000184232,CE0008678_CE0008162,CE0010866_CE0006864,0.5955349702632755,0.3104898288444417,86,Rest,OAF,Rest,109.0,22,128,150,-0.7681867912161475,True,2.500849707316355,False,>10 DE genes,on-target KD
134,ENSG00000184232,CE0008678_CE0006864,CE0010866_CE0008162,-0.9775571414553674,0.6900735515614549,3,Rest,OAF,Rest,109.0,22,128,150,-0.7681867912161475,True,2.500849707316355,False,>10 DE genes,on-target KD
135,ENSG00000185298,CE0008678_CE0010866,CE0008162_CE0006864,0.6601525022035986,0.2743742781776332,160,Rest,CCDC137,Rest,91.0,21,40,61,-3.731108396423785,True,19.259299895721984,False,>10 DE genes,on-target KD
136,ENSG00000185298,CE0008678_CE0008162,CE0010866_CE0006864,,,1,Rest,CCDC137,Rest,91.0,21,40,61,-3.731108396423785,True,19.259299895721984,False,>10 DE genes,on-target KD
137,ENSG00000185298,CE0008678_CE0006864,CE0010866_CE0008162,-0.3074561863347644,0.7346928768105494,4,Rest,CCDC137,Rest,91.0,21,40,61,-3.731108396423785,True,19.259299895721984,False,>10 DE genes,on-target KD
138,ENSG00000185838,CE0008678_CE0010866,CE0008162_CE0006864,0.5209758486833443,0.8114079560517061,248,Rest,GNB1L,Rest,160.0,175,117,292,-3.4719761091884487,True,10.00471499962192,False,>10 DE genes,on-target KD
139,ENSG00000185838,CE0008678_CE0008162,CE0010866_CE0006864,0.5009889525604092,0.6376287403005378,319,Rest,GNB1L,Rest,160.0,175,117,292,-3.4719761091884487,True,10.00471499962192,False,>10 DE genes,on-target KD
140,ENSG00000185838,CE0008678_CE0006864,CE0010866_CE0008162,0.3998534564167496,0.5993313446123077,510,Rest,GNB1L,Rest,160.0,175,117,292,-3.4719761091884487,True,10.00471499962192,False,>10 DE genes,on-target KD
141,ENSG00000188997,CE0008678_CE0010866,CE0008162_CE0006864,0.7124959058741753,0.8657537337864137,73,Rest,KCTD21,Rest,488.0,54,36,90,-4.966801089492374,True,5.830318562948759,True,>10 DE genes,on-target KD
142,ENSG00000188997,CE0008678_CE0008162,CE0010866_CE0006864,0.7044265881398499,0.833817731978614,129,Rest,KCTD21,Rest,488.0,54,36,90,-4.966801089492374,True,5.830318562948759,True,>10 DE genes,on-target KD
143,ENSG00000188997,CE0008678_CE0006864,CE0010866_CE0008162,0.7385003215717123,0.8999118149894567,47,Rest,KCTD21,Rest,488.0,54,36,90,-4.966801089492374,True,5.830318562948759,True,>10 DE genes,on-target KD
144,ENSG00000204138,CE0008678_CE0010866,CE0008162_CE0006864,0.7555894828782385,0.6462738744366519,412,Rest,PHACTR4,Rest,897.0,41,25,66,-16.16839181493634,True,33.5640209894916,False,>10 DE genes,on-target KD
145,ENSG00000204138,CE0008678_CE0008162,CE0010866_CE0006864,0.5979822751465476,0.632007137596945,667,Rest,PHACTR4,Rest,897.0,41,25,66,-16.16839181493634,True,33.5640209894916,False,>10 DE genes,on-target KD
146,ENSG00000204138,CE0008678_CE0006864,CE0010866_CE0008162,0.35795805922899254,0.7347942815332543,411,Rest,PHACTR4,Rest,897.0,41,25,66,-16.16839181493634,True,33.5640209894916,False,>10 DE genes,on-target KD
147,ENSG00000204371,CE0008678_CE0010866,CE0008162_CE0006864,0.7142358118978831,0.7703653241968644,950,Rest,EHMT2,Rest,673.0,750,679,1429,-17.33229884246505,True,53.75657322218043,False,>10 DE genes,on-target KD
148,ENSG00000204371,CE0008678_CE0008162,CE0010866_CE0006864,0.7896180650654893,0.856038939298533,1064,Rest,EHMT2,Rest,673.0,750,679,1429,-17.33229884246505,True,53.75657322218043,False,>10 DE genes,on-target KD
149,ENSG00000204371,CE0008678_CE0006864,CE0010866_CE0008162,0.7605594967921673,0.8459657311333841,1227,Rest,EHMT2,Rest,673.0,750,679,1429,-17.33229884246505,True,53.75657322218043,False,>10 DE genes,on-target KD
0,ENSG00000008838,CE0008678_CE0010866,CE0008162_CE0006864,0.6459488264510764,0.8380146373173825,1280,Rest,MED24,Rest,755.0,638,901,1539,-18.39796710107933,True,56.850746572157625,False,>10 DE genes,on-target KD
1,ENSG00000008838,CE0008678_CE0008162,CE0010866_CE0006864,0.7753397972489403,0.8130204974518442,1514,Rest,MED24,Rest,755.0,638,901,1539,-18.39796710107933,True,56.850746572157625,False,>10 DE genes,on-target KD
2,ENSG00000008838,CE0008678_CE0006864,CE0010866_CE0008162,0.6237806111982998,0.8263952898985061,1896,Rest,MED24,Rest,755.0,638,901,1539,-18.39796710107933,True,56.850746572157625,False,>10 DE genes,on-target KD
3,ENSG00000008869,CE0008678_CE0010866,CE0008162_CE0006864,0.22611649856242513,0.8596162017237808,79,Rest,HEATR5B,Rest,414.0,33,9,42,-12.491890215146071,True,45.71013034544031,True,>10 DE genes,on-target KD
4,ENSG00000008869,CE0008678_CE0008162,CE0010866_CE0006864,0.08154289106757909,0.8266139992905767,323,Rest,HEATR5B,Rest,414.0,33,9,42,-12.491890215146071,True,45.71013034544031,True,>10 DE genes,on-target KD
5,ENSG00000008869,CE0008678_CE0006864,CE0010866_CE0008162,0.23135819693459594,0.8308953648349233,130,Rest,HEATR5B,Rest,414.0,33,9,42,-12.491890215146071,True,45.71013034544031,True,>10 DE genes,on-target KD
6,ENSG00000037474,CE0008678_CE0010866,CE0008162_CE0006864,0.7757867045004474,0.9205111336191443,25,Rest,NSUN2,Rest,645.0,15,23,38,-12.947764153923542,True,58.85194288519076,True,>10 DE genes,on-target KD
7,ENSG00000037474,CE0008678_CE0008162,CE0010866_CE0006864,0.7558296963740292,0.9133599619792856,43,Rest,NSUN2,Rest,645.0,15,23,38,-12.947764153923542,True,58.85194288519076,True,>10 DE genes,on-target KD
8,ENSG00000037474,CE0008678_CE0006864,CE0010866_CE0008162,0.849900896270465,0.9294686248167296,24,Rest,NSUN2,Rest,645.0,15,23,38,-12.947764153923542,True,58.85194288519076,True,>10 DE genes,on-target KD
9,ENSG00000068120,CE0008678_CE0010866,CE0008162_CE0006864,0.2991639146018232,0.7998819901767604,1066,Rest,COASY,Rest,55.0,533,166,699,-2.559915339180196,False,23.53178138968428,False,>10 DE genes,no on-target KD
10,ENSG00000068120,CE0008678_CE0008162,CE0010866_CE0006864,0.5834374579693582,0.7992455941525558,853,Rest,COASY,Rest,55.0,533,166,699,-2.559915339180196,False,23.53178138968428,False,>10 DE genes,no on-target KD
11,ENSG00000068120,CE0008678_CE0006864,CE0010866_CE0008162,0.24886042406897646,0.7587893582062091,1303,Rest,COASY,Rest,55.0,533,166,699,-2.559915339180196,False,23.53178138968428,False,>10 DE genes,no on-target KD
12,ENSG00000071575,CE0008678_CE0010866,CE0008162_CE0006864,0.37272180733958005,0.6951285971980444,244,Rest,TRIB2,Rest,360.0,92,16,108,-13.877780229116112,True,117.7151110969968,False,>10 DE genes,on-target KD
13,ENSG00000071575,CE0008678_CE0008162,CE0010866_CE0006864,0.1196709092728955,0.3418792532259232,959,Rest,TRIB2,Rest,360.0,92,16,108,-13.877780229116112,True,117.7151110969968,False,>10 DE genes,on-target KD
14,ENSG00000071575,CE0008678_CE0006864,CE0010866_CE0008162,0.4330818947022502,0.8175442475120305,239,Rest,TRIB2,Rest,360.0,92,16,108,-13.877780229116112,True,117.7151110969968,False,>10 DE genes,on-target KD
15,ENSG00000075568,CE0008678_CE0010866,CE0008162_CE0006864,0.5836390021345643,0.8903730427521026,142,Rest,TMEM131,Rest,809.0,81,10,91,-18.05396466663859,True,44.510755760947454,False,>10 DE genes,on-target KD
16,ENSG00000075568,CE0008678_CE0008162,CE0010866_CE0006864,0.6512858517818815,0.9210211506574105,83,Rest,TMEM131,Rest,809.0,81,10,91,-18.05396466663859,True,44.510755760947454,False,>10 DE genes,on-target KD
17,ENSG00000075568,CE0008678_CE0006864,CE0010866_CE0008162,0.5606723123176472,0.7860266396037742,128,Rest,TMEM131,Rest,809.0,81,10,91,-18.05396466663859,True,44.510755760947454,False,>10 DE genes,on-target KD
18,ENSG00000087152,CE0008678_CE0010866,CE0008162_CE0006864,0.5955484184879024,0.7577727667054732,489,Rest,ATXN7L3,Rest,1294.0,411,134,545,-11.36005317568072,True,17.984310420031807,False,>10 DE genes,on-target KD
19,ENSG00000087152,CE0008678_CE0008162,CE0010866_CE0006864,0.5431322120956186,0.8643575053938795,139,Rest,ATXN7L3,Rest,1294.0,411,134,545,-11.36005317568072,True,17.984310420031807,False,>10 DE genes,on-target KD
20,ENSG00000087152,CE0008678_CE0006864,CE0010866_CE0008162,0.6089561526434092,0.6807503468332556,372,Rest,ATXN7L3,Rest,1294.0,411,134,545,-11.36005317568072,True,17.984310420031807,False,>10 DE genes,on-target KD
21,ENSG00000096063,CE0008678_CE0010866,CE0008162_CE0006864,0.9165402210383424,0.9827854036076532,5,Rest,SRPK1,Rest,552.0,21,23,44,-16.99613988504265,True,79.99909577082927,False,>10 DE genes,on-target KD
22,ENSG00000096063,CE0008678_CE0008162,CE0010866_CE0006864,0.8064803214393066,0.9522338733884095,23,Rest,SRPK1,Rest,552.0,21,23,44,-16.99613988504265,True,79.99909577082927,False,>10 DE genes,on-target KD
23,ENSG00000096063,CE0008678_CE0006864,CE0010866_CE0008162,0.9988567506104781,0.9877595809153836,4,Rest,SRPK1,Rest,552.0,21,23,44,-16.99613988504265,True,79.99909577082927,False,>10 DE genes,on-target KD
24,ENSG00000099974,CE0008678_CE0010866,CE0008162_CE0006864,0.984712603535433,0.9298953034987028,4,Rest,DDTL,Rest,873.0,33,30,63,-1.9470530149094305,False,1.665359386461474,True,>10 DE genes,putative off-target
25,ENSG00000099974,CE0008678_CE0008162,CE0010866_CE0006864,0.9044973602611567,0.8834718208882294,5,Rest,DDTL,Rest,873.0,33,30,63,-1.9470530149094305,False,1.665359386461474,True,>10 DE genes,putative off-target
26,ENSG00000099974,CE0008678_CE0006864,CE0010866_CE0008162,0.9527456701393135,0.7556696853904326,5,Rest,DDTL,Rest,873.0,33,30,63,-1.9470530149094305,False,1.665359386461474,True,>10 DE genes,putative off-target
27,ENSG00000100201,CE0008678_CE0010866,CE0008162_CE0006864,0.5709249469200822,0.8154208004724494,1762,Rest,DDX17,Rest,990.0,367,524,891,-27.371871358145,True,113.79822452129372,False,>10 DE genes,on-target KD
28,ENSG00000100201,CE0008678_CE0008162,CE0010866_CE0006864,0.633839611962108,0.7504328552744238,1423,Rest,DDX17,Rest,990.0,367,524,891,-27.371871358145,True,113.79822452129372,False,>10 DE genes,on-target KD
29,ENSG00000100201,CE0008678_CE0006864,CE0010866_CE0008162,0.38639235179751236,0.6376405015886152,1796,Rest,DDX17,Rest,990.0,367,524,891,-27.371871358145,True,113.79822452129372,False,>10 DE genes,on-target KD
30,ENSG00000100596,CE0008678_CE0010866,CE0008162_CE0006864,0.13478063731992024,0.7699586656902997,70,Rest,SPTLC2,Rest,126.0,34,9,43,-6.629594838378678,True,48.5060001896128,False,>10 DE genes,on-target KD
31,ENSG00000100596,CE0008678_CE0008162,CE0010866_CE0006864,0.5656654123226225,0.8184450664893677,147,Rest,SPTLC2,Rest,126.0,34,9,43,-6.629594838378678,True,48.5060001896128,False,>10 DE genes,on-target KD
32,ENSG00000100596,CE0008678_CE0006864,CE0010866_CE0008162,-0.00822006063539519,0.7644416215428302,68,Rest,SPTLC2,Rest,126.0,34,9,43,-6.629594838378678,True,48.5060001896128,False,>10 DE genes,on-target KD
33,ENSG00000100985,CE0008678_CE0010866,CE0008162_CE0006864,-0.08525211681027953,,1228,Rest,MMP9,Rest,746.0,273,27,300,0.0,False,,False,>10 DE genes,no on-target KD
34,ENSG00000100985,CE0008678_CE0008162,CE0010866_CE0006864,-0.05546734539384021,,1795,Rest,MMP9,Rest,746.0,273,27,300,0.0,False,,False,>10 DE genes,no on-target KD
35,ENSG00000100985,CE0008678_CE0006864,CE0010866_CE0008162,-0.29169465102443454,,3107,Rest,MMP9,Rest,746.0,273,27,300,0.0,False,,False,>10 DE genes,no on-target KD
36,ENSG00000104064,CE0008678_CE0010866,CE0008162_CE0006864,0.5472547411754232,0.7548423447708547,1419,Rest,GABPB1,Rest,240.0,606,424,1030,-8.736294166130682,True,47.13998393123361,False,>10 DE genes,on-target KD
37,ENSG00000104064,CE0008678_CE0008162,CE0010866_CE0006864,0.5214460253037494,0.8043193028944657,950,Rest,GABPB1,Rest,240.0,606,424,1030,-8.736294166130682,True,47.13998393123361,False,>10 DE genes,on-target KD
38,ENSG00000104064,CE0008678_CE0006864,CE0010866_CE0008162,0.5149110304098107,0.814725320480568,1127,Rest,GABPB1,Rest,240.0,606,424,1030,-8.736294166130682,True,47.13998393123361,False,>10 DE genes,on-target KD
39,ENSG00000105821,CE0008678_CE0010866,CE0008162_CE0006864,0.37757655106311966,0.6460366187150103,827,Rest,DNAJC2,Rest,56.0,402,377,779,-2.827228677654149,True,28.43480024325844,True,>10 DE genes,on-target KD
40,ENSG00000105821,CE0008678_CE0008162,CE0010866_CE0006864,0.2023170098220527,0.4335332559579061,1194,Rest,DNAJC2,Rest,56.0,402,377,779,-2.827228677654149,True,28.43480024325844,True,>10 DE genes,on-target KD
41,ENSG00000105821,CE0008678_CE0006864,CE0010866_CE0008162,0.5209040626228125,0.7070990704524923,641,Rest,DNAJC2,Rest,56.0,402,377,779,-2.827228677654149,True,28.43480024325844,True,>10 DE genes,on-target KD
42,ENSG00000105879,CE0008678_CE0010866,CE0008162_CE0006864,0.3581280704647755,0.7617079425664839,222,Rest,CBLL1,Rest,323.0,227,75,302,-10.162322832789275,True,42.86083669869586,False,>10 DE genes,on-target KD
43,ENSG00000105879,CE0008678_CE0008162,CE0010866_CE0006864,0.10470731883038392,0.5800237179281609,484,Rest,CBLL1,Rest,323.0,227,75,302,-10.162322832789275,True,42.86083669869586,False,>10 DE genes,on-target KD
44,ENSG00000105879,CE0008678_CE0006864,CE0010866_CE0008162,0.18799741608119208,0.7530735695186508,357,Rest,CBLL1,Rest,323.0,227,75,302,-10.162322832789275,True,42.86083669869586,False,>10 DE genes,on-target KD
45,ENSG00000107872,CE0008678_CE0010866,CE0008162_CE0006864,-0.10481226257282686,,6348,Rest,FBXL15,Rest,1357.0,1379,330,1709,-15.262701312336748,True,16.490055366337558,False,>10 DE genes,on-target KD
46,ENSG00000107872,CE0008678_CE0008162,CE0010866_CE0006864,-0.10350585003299756,,6058,Rest,FBXL15,Rest,1357.0,1379,330,1709,-15.262701312336748,True,16.490055366337558,False,>10 DE genes,on-target KD
47,ENSG00000107872,CE0008678_CE0006864,CE0010866_CE0008162,-0.08676136739683124,,5091,Rest,FBXL15,Rest,1357.0,1379,330,1709,-15.262701312336748,True,16.490055366337558,False,>10 DE genes,on-target KD
48,ENSG00000112309,CE0008678_CE0010866,CE0008162_CE0006864,0.07963872557517043,,2559,Rest,B3GAT2,Rest,497.0,27,12,39,0.0,False,,False,>10 DE genes,no on-target KD
49,ENSG00000112309,CE0008678_CE0008162,CE0010866_CE0006864,-0.05697435467515474,,625,Rest,B3GAT2,Rest,497.0,27,12,39,0.0,False,,False,>10 DE genes,no on-target KD
50,ENSG00000112309,CE0008678_CE0006864,CE0010866_CE0008162,-0.3499857628362942,0.6263762558522544,21,Rest,B3GAT2,Rest,497.0,27,12,39,0.0,False,,False,>10 DE genes,no on-target KD
51,ENSG00000113194,CE0008678_CE0010866,CE0008162_CE0006864,0.2571084617569547,0.6903560453265791,213,Rest,FAF2,Rest,116.0,101,35,136,-6.495317246113839,True,40.72647489464861,False,>10 DE genes,on-target KD
52,ENSG00000113194,CE0008678_CE0008162,CE0010866_CE0006864,0.13193752178494225,0.7535559264626653,334,Rest,FAF2,Rest,116.0,101,35,136,-6.495317246113839,True,40.72647489464861,False,>10 DE genes,on-target KD
53,ENSG00000113194,CE0008678_CE0006864,CE0010866_CE0008162,0.2858555309765774,0.799315591314794,293,Rest,FAF2,Rest,116.0,101,35,136,-6.495317246113839,True,40.72647489464861,False,>10 DE genes,on-target KD
54,ENSG00000114125,CE0008678_CE0010866,CE0008162_CE0006864,0.6501669758430165,0.9227217028018523,13,Rest,RNF7,Rest,204.0,16,18,34,-14.745303825512435,True,128.450312773193,False,>10 DE genes,on-target KD
55,ENSG00000114125,CE0008678_CE0008162,CE0010866_CE0006864,,,1,Rest,RNF7,Rest,204.0,16,18,34,-14.745303825512435,True,128.450312773193,False,>10 DE genes,on-target KD
56,ENSG00000114125,CE0008678_CE0006864,CE0010866_CE0008162,0.6494422257024554,0.9359299488951922,6,Rest,RNF7,Rest,204.0,16,18,34,-14.745303825512435,True,128.450312773193,False,>10 DE genes,on-target KD
57,ENSG00000125901,CE0008678_CE0010866,CE0008162_CE0006864,0.3762134738613284,0.5158203882799153,333,Rest,MRPS26,Rest,634.0,59,25,84,0.0,False,,False,>10 DE genes,no on-target KD
58,ENSG00000125901,CE0008678_CE0008162,CE0010866_CE0006864,0.3767436877092044,0.674293499823239,145,Rest,MRPS26,Rest,634.0,59,25,84,0.0,False,,False,>10 DE genes,no on-target KD
59,ENSG00000125901,CE0008678_CE0006864,CE0010866_CE0008162,0.15846899181361748,0.6606367001223676,50,Rest,MRPS26,Rest,634.0,59,25,84,0.0,False,,False,>10 DE genes,no on-target KD
60,ENSG00000134759,CE0008678_CE0010866,CE0008162_CE0006864,0.5581372571272704,0.8392451991133575,679,Rest,ELP2,Rest,217.0,473,250,723,-8.75062621653219,True,40.68797893826402,True,>10 DE genes,on-target KD
61,ENSG00000134759,CE0008678_CE0008162,CE0010866_CE0006864,0.6134833046315339,0.830508072372895,679,Rest,ELP2,Rest,217.0,473,250,723,-8.75062621653219,True,40.68797893826402,True,>10 DE genes,on-target KD
62,ENSG00000134759,CE0008678_CE0006864,CE0010866_CE0008162,0.5485884664950044,0.7800597913050098,1054,Rest,ELP2,Rest,217.0,473,250,723,-8.75062621653219,True,40.68797893826402,True,>10 DE genes,on-target KD
63,ENSG00000137168,CE0008678_CE0010866,CE0008162_CE0006864,0.5839366455814026,0.850005488035511,436,Rest,PPIL1,Rest,302.0,306,265,571,-9.400254428911882,True,32.866219131890894,False,>10 DE genes,on-target KD
64,ENSG00000137168,CE0008678_CE0008162,CE0010866_CE0006864,0.3751501609424684,0.8098256855736705,521,Rest,PPIL1,Rest,302.0,306,265,571,-9.400254428911882,True,32.866219131890894,False,>10 DE genes,on-target KD
65,ENSG00000137168,CE0008678_CE0006864,CE0010866_CE0008162,0.5399830809416432,0.8024458482973501,595,Rest,PPIL1,Rest,302.0,306,265,571,-9.400254428911882,True,32.866219131890894,False,>10 DE genes,on-target KD
66,ENSG00000137411,CE0008678_CE0010866,CE0008162_CE0006864,0.039354191987844955,0.6960174721414859,693,Rest,VARS2,Rest,293.0,38,16,54,-5.510078215222831,True,11.759732353226832,False,>10 DE genes,on-target KD
67,ENSG00000137411,CE0008678_CE0008162,CE0010866_CE0006864,-0.0624250058381027,0.7570004237034103,612,Rest,VARS2,Rest,293.0,38,16,54,-5.510078215222831,True,11.759732353226832,False,>10 DE genes,on-target KD
68,ENSG00000137411,CE0008678_CE0006864,CE0010866_CE0008162,0.026236969667880895,,277,Rest,VARS2,Rest,293.0,38,16,54,-5.510078215222831,True,11.759732353226832,False,>10 DE genes,on-target KD
69,ENSG00000139977,CE0008678_CE0010866,CE0008162_CE0006864,0.43278168910629694,0.7199573221676242,2151,Rest,NAA30,Rest,94.0,971,340,1311,-6.934639124872205,True,38.41281538832646,False,>10 DE genes,on-target KD
70,ENSG00000139977,CE0008678_CE0008162,CE0010866_CE0006864,0.4245900872772322,0.6979172765842139,2341,Rest,NAA30,Rest,94.0,971,340,1311,-6.934639124872205,True,38.41281538832646,False,>10 DE genes,on-target KD
71,ENSG00000139977,CE0008678_CE0006864,CE0010866_CE0008162,0.41585931871812626,0.5614388443192583,2013,Rest,NAA30,Rest,94.0,971,340,1311,-6.934639124872205,True,38.41281538832646,False,>10 DE genes,on-target KD
72,ENSG00000142197,CE0008678_CE0010866,CE0008162_CE0006864,0.18285668246224707,,1527,Rest,DOP1B,Rest,2501.0,329,660,989,-19.212731842974105,True,16.955475814312447,False,>10 DE genes,on-target KD
73,ENSG00000142197,CE0008678_CE0008162,CE0010866_CE0006864,0.002288158424647577,,2541,Rest,DOP1B,Rest,2501.0,329,660,989,-19.212731842974105,True,16.955475814312447,False,>10 DE genes,on-target KD
74,ENSG00000142197,CE0008678_CE0006864,CE0010866_CE0008162,0.13838753245343072,,2285,Rest,DOP1B,Rest,2501.0,329,660,989,-19.212731842974105,True,16.955475814312447,False,>10 DE genes,on-target KD
75,ENSG00000146918,CE0008678_CE0010866,CE0008162_CE0006864,0.24083219960914265,0.6153871580300835,598,Rest,NCAPG2,Rest,354.0,554,117,671,-5.291807929794915,True,132.26851217591167,False,>10 DE genes,on-target KD
76,ENSG00000146918,CE0008678_CE0008162,CE0010866_CE0006864,0.19131812067026854,0.6614000463807919,766,Rest,NCAPG2,Rest,354.0,554,117,671,-5.291807929794915,True,132.26851217591167,False,>10 DE genes,on-target KD
77,ENSG00000146918,CE0008678_CE0006864,CE0010866_CE0008162,-0.04122784995083348,,1104,Rest,NCAPG2,Rest,354.0,554,117,671,-5.291807929794915,True,132.26851217591167,False,>10 DE genes,on-target KD
78,ENSG00000149930,CE0008678_CE0010866,CE0008162_CE0006864,-0.09082240057104934,0.35899592113262896,1358,Rest,TAOK2,Rest,123.0,130,35,165,-7.5010743672799025,True,38.907348563689936,False,>10 DE genes,on-target KD
79,ENSG00000149930,CE0008678_CE0008162,CE0010866_CE0006864,0.026813202679420448,0.21264167076849438,2783,Rest,TAOK2,Rest,123.0,130,35,165,-7.5010743672799025,True,38.907348563689936,False,>10 DE genes,on-target KD
80,ENSG00000149930,CE0008678_CE0006864,CE0010866_CE0008162,0.013917321438699485,0.35686046222855233,2104,Rest,TAOK2,Rest,123.0,130,35,165,-7.5010743672799025,True,38.907348563689936,False,>10 DE genes,on-target KD
81,ENSG00000151923,CE0008678_CE0010866,CE0008162_CE0006864,0.9494485581424037,0.9866564895927021,4,Rest,TIAL1,Rest,629.0,33,21,54,-19.708959105703208,True,113.38541952846124,False,>10 DE genes,on-target KD
82,ENSG00000151923,CE0008678_CE0008162,CE0010866_CE0006864,-0.0040030225448113065,0.7203594852599283,124,Rest,TIAL1,Rest,629.0,33,21,54,-19.708959105703208,True,113.38541952846124,False,>10 DE genes,on-target KD
83,ENSG00000151923,CE0008678_CE0006864,CE0010866_CE0008162,0.4065615281565341,0.6172282346796796,64,Rest,TIAL1,Rest,629.0,33,21,54,-19.708959105703208,True,113.38541952846124,False,>10 DE genes,on-target KD
84,ENSG00000152556,CE0008678_CE0010866,CE0008162_CE0006864,-0.0359587818375681,,30,Rest,PFKM,Rest,524.0,27,13,40,-4.819021395401287,True,8.130271082014373,False,>10 DE genes,on-target KD
85,ENSG00000152556,CE0008678_CE0008162,CE0010866_CE0006864,0.02995160598049461,,72,Rest,PFKM,Rest,524.0,27,13,40,-4.819021395401287,True,8.130271082014373,False,>10 DE genes,on-target KD
86,ENSG00000152556,CE0008678_CE0006864,CE0010866_CE0008162,-0.1406322443449352,,40,Rest,PFKM,Rest,524.0,27,13,40,-4.819021395401287,True,8.130271082014373,False,>10 DE genes,on-target KD
87,ENSG00000157212,CE0008678_CE0010866,CE0008162_CE0006864,0.7874677522063777,0.8724404123373751,984,Rest,PAXIP1,Rest,501.0,498,573,1071,-13.865286835515844,True,39.66701683720966,False,>10 DE genes,on-target KD
88,ENSG00000157212,CE0008678_CE0008162,CE0010866_CE0006864,0.7998456948406345,0.8561489152532469,985,Rest,PAXIP1,Rest,501.0,498,573,1071,-13.865286835515844,True,39.66701683720966,False,>10 DE genes,on-target KD
89,ENSG00000157212,CE0008678_CE0006864,CE0010866_CE0008162,0.7641067252713293,0.8017455782124817,1084,Rest,PAXIP1,Rest,501.0,498,573,1071,-13.865286835515844,True,39.66701683720966,False,>10 DE genes,on-target KD
